,date_time,longitude,latitude,geohash,minimum_speed,maximum_speed,average_speed,number_of_vehicles
342358,2020-01-04 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,95,43,101
35133,2020-01-04 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,96,42,127
1265282,2020-01-04 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,101,37,167
44722,2020-01-04 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,80,32,165
940168,2020-01-04 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,34,150
863145,2020-01-04 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,78,29,166
1105181,2020-01-04 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,89,30,132
312153,2020-01-04 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,76,24,153
1226119,2020-01-04 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,82,21,142
733701,2020-01-04 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,78,22,136
1027967,2020-01-04 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,93,29,135
78278,2020-01-04 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,82,26,109
346950,2020-01-04 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,23,134
1140052,2020-01-04 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,20,153
522600,2020-01-04 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,72,18,133
280560,2020-01-04 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,72,20,115
749699,2020-01-04 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,76,25,133
1025055,2020-01-05 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,84,28,131
110577,2020-01-05 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,38,79
239751,2020-01-05 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,99,37,59
550793,2020-01-05 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,95,42,35
454296,2020-01-05 04:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,102,47,29
1053267,2020-01-05 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,9,95,43,50
916289,2020-01-05 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,104,39,70
1178637,2020-01-05 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,99,42,67
888908,2020-01-05 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,95,41,96
849704,2020-01-05 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,87,42,95
637758,2020-01-05 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,100,43,124
693263,2020-01-05 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,84,40,131
1241345,2020-01-05 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,42,120
9248,2020-01-05 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,39,114
893974,2020-01-05 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,75,38,121
834697,2020-01-05 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,101,30,156
1109573,2020-01-05 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,29,136
642231,2020-01-05 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,77,36,134
1098361,2020-01-05 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,100,35,134
744532,2020-01-05 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,34,119
1002869,2020-01-05 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,73,29,108
1302434,2020-01-05 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,93,38,102
1236599,2020-01-05 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,37,89
282825,2020-01-05 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,94,37,103
1133226,2020-01-06 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,82,35,76
205043,2020-01-06 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,100,37,42
1282338,2020-01-06 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,37,30
955245,2020-01-06 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,77,44,15
970380,2020-01-06 04:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,96,34,12
254169,2020-01-06 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,94,43,54
541490,2020-01-06 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,84,39,99
477401,2020-01-06 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,77,36,136
338075,2020-01-06 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,74,33,111
919824,2020-01-06 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,82,37,141
688118,2020-01-06 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,76,34,146
1226857,2020-01-06 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,39,146
901187,2020-01-06 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,76,35,136
347909,2020-01-06 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,84,31,139
398011,2020-01-06 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,69,30,155
890426,2020-01-06 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,29,170
59466,2020-01-06 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,82,19,124
1025572,2020-01-06 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,63,18,133
364844,2020-01-06 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,51,14,126
341640,2020-01-06 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,68,19,145
661269,2020-01-06 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,80,27,109
200011,2020-01-06 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,38,105
1167006,2020-01-06 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,84,41,104
1015599,2020-01-06 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,36,89
156341,2020-01-07 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,71,34,61
486292,2020-01-07 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,89,37,40
396172,2020-01-07 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,90,36,30
314994,2020-01-07 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,90,36,16
1070597,2020-01-07 04:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,43,20
601104,2020-01-07 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,8,92,44,50
1023679,2020-01-07 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,95,40,115
208264,2020-01-07 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,80,34,158
257497,2020-01-07 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,26,145
571405,2020-01-07 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,32,156
1124221,2020-01-07 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,70,35,146
976672,2020-01-07 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,71,32,154
1280837,2020-01-07 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,27,143
1142032,2020-01-07 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,73,33,112
828963,2020-01-07 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,76,33,112
821876,2020-01-07 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,68,33,98
314739,2020-01-07 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,35,84
1191647,2020-01-07 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,87,19,81
839568,2020-01-07 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,62,15,74
69465,2020-01-07 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,70,19,96
326904,2020-01-07 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,26,141
844895,2020-01-07 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,94,35,111
1189925,2020-01-07 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,76,35,97
22504,2020-01-07 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,36,96
369549,2020-01-08 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,78,35,72
1170009,2020-01-08 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,89,40,36
872058,2020-01-08 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,98,38,36
814728,2020-01-08 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,100,42,19
1233793,2020-01-08 04:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,94,46,18
738199,2020-01-08 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,8,108,47,50
376555,2020-01-08 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,87,39,88
1064877,2020-01-08 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,73,35,104
872579,2020-01-08 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,72,30,86
1324384,2020-01-08 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,77,36,138
1269047,2020-01-08 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,77,35,136
170527,2020-01-08 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,71,36,131
1136642,2020-01-08 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,34,111
297293,2020-01-08 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,74,33,106
353987,2020-01-08 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,35,110
1294923,2020-01-08 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,37,111
972664,2020-01-08 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,77,36,91
820891,2020-01-08 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,70,25,95
116117,2020-01-08 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,73,21,71
639012,2020-01-08 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,68,22,112
415272,2020-01-08 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,77,37,120
1222979,2020-01-08 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,39,118
645756,2020-01-08 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,40,75
873153,2020-01-08 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,89,38,98
1211097,2020-01-09 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,86,37,83
527945,2020-01-09 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,92,39,50
677256,2020-01-09 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,39,33
408188,2020-01-09 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,97,41,19
908288,2020-01-09 04:00:00,29.0093994140625,41.0476684570312,sxk9s0,8,63,37,14
883321,2020-01-09 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,12,111,45,41
26159,2020-01-09 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,87,39,98
864132,2020-01-09 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,82,37,102
700695,2020-01-09 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,75,34,113
1096089,2020-01-09 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,37,146
67987,2020-01-09 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,38,129
1271637,2020-01-09 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,75,36,122
963430,2020-01-09 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,75,34,134
580616,2020-01-09 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,33,132
254775,2020-01-09 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,72,32,140
574026,2020-01-09 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,78,24,163
400936,2020-01-09 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,87,29,128
1074637,2020-01-09 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,72,22,117
50522,2020-01-09 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,70,16,100
1297906,2020-01-09 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,27,105
804861,2020-01-09 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,37,131
157567,2020-01-09 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,38,112
474127,2020-01-09 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,40,84
767019,2020-01-09 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,87,38,114
512689,2020-01-10 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,77,37,76
985731,2020-01-10 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,99,40,42
1305213,2020-01-10 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,93,41,33
822625,2020-01-10 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,88,41,25
463430,2020-01-10 04:00:00,29.0093994140625,41.0476684570312,sxk9s0,11,120,54,15
575734,2020-01-10 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,91,51,38
453288,2020-01-10 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,82,38,111
697346,2020-01-10 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,37,139
1251052,2020-01-10 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,82,36,117
832206,2020-01-10 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,98,36,140
1080962,2020-01-10 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,36,167
702720,2020-01-10 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,87,37,139
354398,2020-01-10 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,92,38,121
119973,2020-01-10 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,93,38,139
1257341,2020-01-10 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,76,39,136
1322576,2020-01-10 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,74,30,123
947767,2020-01-10 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,78,33,103
1069513,2020-01-10 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,64,20,103
1097036,2020-01-10 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,65,19,113
725013,2020-01-10 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,78,33,95
256846,2020-01-10 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,80,38,131
172290,2020-01-10 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,37,127
1019218,2020-01-10 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,78,36,111
800741,2020-01-10 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,34,120
1048468,2020-01-11 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,37,94
544529,2020-01-11 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,94,38,56
504382,2020-01-11 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,92,38,44
769444,2020-01-11 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,96,43,26
952089,2020-01-11 04:00:00,29.0093994140625,41.0476684570312,sxk9s0,8,74,43,20
971822,2020-01-11 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,103,47,42
134946,2020-01-11 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,93,39,85
53388,2020-01-11 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,89,42,98
1157182,2020-01-11 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,92,38,105
1105315,2020-01-11 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,26,174
817611,2020-01-11 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,81,27,169
631094,2020-01-11 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,86,32,133
78625,2020-01-11 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,32,124
1071847,2020-01-11 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,80,23,135
60252,2020-01-11 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,29,118
212305,2020-01-11 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,75,25,135
31266,2020-01-11 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,73,27,124
878767,2020-01-11 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,38,95
352374,2020-01-11 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,77,30,104
1278922,2020-01-11 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,23,109
305764,2020-01-11 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,79,25,126
309765,2020-01-11 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,85,21,134
729668,2020-01-11 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,68,20,98
319747,2020-01-11 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,74,21,123
174629,2020-01-12 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,98,32,97
664113,2020-01-12 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,90,38,72
1191650,2020-01-12 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,36,63
134345,2020-01-12 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,8,86,42,30
656066,2020-01-12 04:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,91,46,23
474734,2020-01-12 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,12,117,52,33
518936,2020-01-12 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,93,40,72
1292547,2020-01-12 07:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,89,40,59
976624,2020-01-12 08:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,89,36,94
780688,2020-01-12 09:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,98,37,121
433724,2020-01-12 10:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,75,36,123
672053,2020-01-12 11:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,92,38,115
475105,2020-01-12 12:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,74,39,116
796042,2020-01-12 13:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,88,35,112
1300180,2020-01-12 14:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,83,40,114
62486,2020-01-12 15:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,105,40,124
243220,2020-01-12 16:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,93,38,118
743746,2020-01-12 17:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,86,39,126
330701,2020-01-12 18:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,90,38,124
32006,2020-01-12 19:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,101,37,92
902373,2020-01-12 20:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,106,40,108
1011272,2020-01-12 21:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,86,42,104
1291410,2020-01-12 22:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,91,41,81
21273,2020-01-12 23:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,97,38,95
1081166,2020-01-13 00:00:00,29.0093994140625,41.0476684570312,sxk9s0,6,101,38,61
711789,2020-01-13 01:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,90,40,36
1085244,2020-01-13 02:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,98,40,20
1046883,2020-01-13 03:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,85,41,12
758102,2020-01-13 05:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,121,53,43
391702,2020-01-13 06:00:00,29.0093994140625,41.0476684570312,sxk9s0,7,86,39,100
