,date_time,longitude,latitude,geohash,minimum_speed,maximum_speed,average_speed,number_of_vehicles
1155728,2020-01-01 00:00:00,28.9984130859375,41.0366821289062,sxk97y,6,53,17,77
1140367,2020-01-01 01:00:00,28.9984130859375,41.0366821289062,sxk97y,6,43,14,81
787573,2020-01-01 02:00:00,28.9984130859375,41.0366821289062,sxk97y,6,60,14,113
49373,2020-01-01 03:00:00,28.9984130859375,41.0366821289062,sxk97y,6,65,20,78
650917,2020-01-01 04:00:00,28.9984130859375,41.0366821289062,sxk97y,6,80,36,47
397352,2020-01-01 05:00:00,28.9984130859375,41.0366821289062,sxk97y,9,76,40,42
1213651,2020-01-01 06:00:00,28.9984130859375,41.0366821289062,sxk97y,7,79,37,47
609030,2020-01-01 07:00:00,28.9984130859375,41.0366821289062,sxk97y,6,76,42,36
1108801,2020-01-01 08:00:00,28.9984130859375,41.0366821289062,sxk97y,7,73,38,42
868486,2020-01-01 09:00:00,28.9984130859375,41.0366821289062,sxk97y,6,74,34,63
1268773,2020-01-01 10:00:00,28.9984130859375,41.0366821289062,sxk97y,6,73,32,86
70426,2020-01-01 11:00:00,28.9984130859375,41.0366821289062,sxk97y,6,63,29,76
894927,2020-01-01 12:00:00,28.9984130859375,41.0366821289062,sxk97y,6,84,29,88
707985,2020-01-01 13:00:00,28.9984130859375,41.0366821289062,sxk97y,6,77,29,91
179147,2020-01-01 14:00:00,28.9984130859375,41.0366821289062,sxk97y,6,59,28,81
26015,2020-01-01 15:00:00,28.9984130859375,41.0366821289062,sxk97y,6,60,28,102
900771,2020-01-01 16:00:00,28.9984130859375,41.0366821289062,sxk97y,6,56,24,107
384660,2020-01-01 17:00:00,28.9984130859375,41.0366821289062,sxk97y,6,59,29,87
551738,2020-01-01 18:00:00,28.9984130859375,41.0366821289062,sxk97y,6,64,29,97
146805,2020-01-01 19:00:00,28.9984130859375,41.0366821289062,sxk97y,6,72,28,101
524372,2020-01-01 20:00:00,28.9984130859375,41.0366821289062,sxk97y,6,59,22,101
299351,2020-01-01 21:00:00,28.9984130859375,41.0366821289062,sxk97y,6,64,27,59
438333,2020-01-01 22:00:00,28.9984130859375,41.0366821289062,sxk97y,6,65,31,62
90288,2020-01-01 23:00:00,28.9984130859375,41.0366821289062,sxk97y,6,69,24,102
668396,2020-01-02 00:00:00,28.9984130859375,41.0366821289062,sxk97y,6,69,27,79
756682,2020-01-02 01:00:00,28.9984130859375,41.0366821289062,sxk97y,6,75,38,32
953724,2020-01-02 02:00:00,28.9984130859375,41.0366821289062,sxk97y,7,72,37,24
557072,2020-01-02 03:00:00,28.9984130859375,41.0366821289062,sxk97y,7,89,40,18
591446,2020-01-02 04:00:00,28.9984130859375,41.0366821289062,sxk97y,11,72,35,11
768062,2020-01-02 05:00:00,28.9984130859375,41.0366821289062,sxk97y,8,85,41,34
187271,2020-01-02 06:00:00,28.9984130859375,41.0366821289062,sxk97y,8,66,36,71
1037598,2020-01-02 07:00:00,28.9984130859375,41.0366821289062,sxk97y,6,62,27,119
1206423,2020-01-02 08:00:00,28.9984130859375,41.0366821289062,sxk97y,6,57,15,152
433966,2020-01-02 09:00:00,28.9984130859375,41.0366821289062,sxk97y,6,68,26,162
558424,2020-01-02 10:00:00,28.9984130859375,41.0366821289062,sxk97y,6,65,27,155
247738,2020-01-02 11:00:00,28.9984130859375,41.0366821289062,sxk97y,6,65,27,151
1243025,2020-01-02 12:00:00,28.9984130859375,41.0366821289062,sxk97y,6,71,28,160
1271734,2020-01-02 13:00:00,28.9984130859375,41.0366821289062,sxk97y,7,62,27,123
631920,2020-01-02 14:00:00,28.9984130859375,41.0366821289062,sxk97y,6,57,26,145
534704,2020-01-02 15:00:00,28.9984130859375,41.0366821289062,sxk97y,6,56,22,142
992639,2020-01-02 16:00:00,28.9984130859375,41.0366821289062,sxk97y,6,55,17,111
609575,2020-01-02 17:00:00,28.9984130859375,41.0366821289062,sxk97y,6,48,14,106
987751,2020-01-02 18:00:00,28.9984130859375,41.0366821289062,sxk97y,6,50,16,104
1257985,2020-01-02 19:00:00,28.9984130859375,41.0366821289062,sxk97y,6,52,18,108
1192645,2020-01-02 20:00:00,28.9984130859375,41.0366821289062,sxk97y,6,49,22,115
853201,2020-01-02 21:00:00,28.9984130859375,41.0366821289062,sxk97y,6,60,30,88
70351,2020-01-02 22:00:00,28.9984130859375,41.0366821289062,sxk97y,6,62,29,71
260673,2020-01-02 23:00:00,28.9984130859375,41.0366821289062,sxk97y,6,61,23,107
689806,2020-01-03 00:00:00,28.9984130859375,41.0366821289062,sxk97y,6,62,26,72
197067,2020-01-03 01:00:00,28.9984130859375,41.0366821289062,sxk97y,10,91,38,31
214587,2020-01-03 02:00:00,28.9984130859375,41.0366821289062,sxk97y,6,80,37,30
993928,2020-01-03 03:00:00,28.9984130859375,41.0366821289062,sxk97y,17,71,38,18
1190181,2020-01-03 04:00:00,28.9984130859375,41.0366821289062,sxk97y,6,95,41,22
242402,2020-01-03 05:00:00,28.9984130859375,41.0366821289062,sxk97y,7,78,40,33
137492,2020-01-03 06:00:00,28.9984130859375,41.0366821289062,sxk97y,6,88,38,68
593850,2020-01-03 07:00:00,28.9984130859375,41.0366821289062,sxk97y,6,62,33,104
800604,2020-01-03 08:00:00,28.9984130859375,41.0366821289062,sxk97y,6,68,28,105
204191,2020-01-03 09:00:00,28.9984130859375,41.0366821289062,sxk97y,6,79,29,143
552849,2020-01-03 10:00:00,28.9984130859375,41.0366821289062,sxk97y,4,77,27,158
767357,2020-01-03 11:00:00,28.9984130859375,41.0366821289062,sxk97y,6,63,27,144
769287,2020-01-03 12:00:00,28.9984130859375,41.0366821289062,sxk97y,6,72,27,146
338336,2020-01-03 13:00:00,28.9984130859375,41.0366821289062,sxk97y,6,63,28,147
571804,2020-01-03 14:00:00,28.9984130859375,41.0366821289062,sxk97y,6,67,25,132
836850,2020-01-03 15:00:00,28.9984130859375,41.0366821289062,sxk97y,6,61,21,156
1283333,2020-01-03 16:00:00,28.9984130859375,41.0366821289062,sxk97y,6,55,19,124
1020297,2020-01-03 17:00:00,28.9984130859375,41.0366821289062,sxk97y,6,63,15,127
263091,2020-01-03 18:00:00,28.9984130859375,41.0366821289062,sxk97y,6,58,16,92
401890,2020-01-03 19:00:00,28.9984130859375,41.0366821289062,sxk97y,6,55,15,116
593649,2020-01-03 20:00:00,28.9984130859375,41.0366821289062,sxk97y,6,67,21,132
96670,2020-01-03 21:00:00,28.9984130859375,41.0366821289062,sxk97y,6,62,28,103
275819,2020-01-03 22:00:00,28.9984130859375,41.0366821289062,sxk97y,6,65,28,91
1168619,2020-01-03 23:00:00,28.9984130859375,41.0366821289062,sxk97y,6,64,20,122
1262513,2020-01-04 00:00:00,28.9984130859375,41.0366821289062,sxk97y,6,78,30,98
12246,2020-01-04 01:00:00,28.9984130859375,41.0366821289062,sxk97y,7,67,33,49
392721,2020-01-04 02:00:00,28.9984130859375,41.0366821289062,sxk97y,11,84,39,39
693919,2020-01-04 03:00:00,28.9984130859375,41.0366821289062,sxk97y,10,77,40,20
951404,2020-01-04 04:00:00,28.9984130859375,41.0366821289062,sxk97y,7,81,40,27
53149,2020-01-04 05:00:00,28.9984130859375,41.0366821289062,sxk97y,10,83,41,38
567250,2020-01-04 06:00:00,28.9984130859375,41.0366821289062,sxk97y,6,87,37,55
414510,2020-01-04 07:00:00,28.9984130859375,41.0366821289062,sxk97y,8,72,38,59
1072753,2020-01-04 08:00:00,28.9984130859375,41.0366821289062,sxk97y,6,77,34,87
747819,2020-01-04 09:00:00,28.9984130859375,41.0366821289062,sxk97y,6,69,32,139
642109,2020-01-04 10:00:00,28.9984130859375,41.0366821289062,sxk97y,6,66,30,149
12887,2020-01-04 11:00:00,28.9984130859375,41.0366821289062,sxk97y,8,62,31,121
582429,2020-01-04 12:00:00,28.9984130859375,41.0366821289062,sxk97y,6,75,29,139
685970,2020-01-04 13:00:00,28.9984130859375,41.0366821289062,sxk97y,6,59,29,108
947077,2020-01-04 14:00:00,28.9984130859375,41.0366821289062,sxk97y,6,72,20,123
789685,2020-01-04 15:00:00,28.9984130859375,41.0366821289062,sxk97y,6,57,20,120
571283,2020-01-04 16:00:00,28.9984130859375,41.0366821289062,sxk97y,6,64,18,99
745753,2020-01-04 17:00:00,28.9984130859375,41.0366821289062,sxk97y,6,67,20,116
446402,2020-01-04 18:00:00,28.9984130859375,41.0366821289062,sxk97y,6,63,19,102
967862,2020-01-04 19:00:00,28.9984130859375,41.0366821289062,sxk97y,6,61,25,104
1287506,2020-01-04 20:00:00,28.9984130859375,41.0366821289062,sxk97y,6,62,22,125
126820,2020-01-04 21:00:00,28.9984130859375,41.0366821289062,sxk97y,6,56,26,81
803019,2020-01-04 22:00:00,28.9984130859375,41.0366821289062,sxk97y,6,75,28,72
1060857,2020-01-04 23:00:00,28.9984130859375,41.0366821289062,sxk97y,6,71,21,116
173824,2020-01-05 00:00:00,28.9984130859375,41.0366821289062,sxk97y,6,70,26,92
1069337,2020-01-05 01:00:00,28.9984130859375,41.0366821289062,sxk97y,7,89,38,57
412208,2020-01-05 02:00:00,28.9984130859375,41.0366821289062,sxk97y,7,82,38,33
921726,2020-01-05 03:00:00,28.9984130859375,41.0366821289062,sxk97y,8,79,42,24
1068161,2020-01-05 04:00:00,28.9984130859375,41.0366821289062,sxk97y,6,81,36,22
1114418,2020-01-05 05:00:00,28.9984130859375,41.0366821289062,sxk97y,11,79,40,33
723568,2020-01-05 06:00:00,28.9984130859375,41.0366821289062,sxk97y,9,72,40,38
359590,2020-01-05 07:00:00,28.9984130859375,41.0366821289062,sxk97y,7,77,40,40
8113,2020-01-05 08:00:00,28.9984130859375,41.0366821289062,sxk97y,7,64,36,72
1240114,2020-01-05 09:00:00,28.9984130859375,41.0366821289062,sxk97y,8,75,36,80
1168513,2020-01-05 10:00:00,28.9984130859375,41.0366821289062,sxk97y,6,81,35,115
321232,2020-01-05 11:00:00,28.9984130859375,41.0366821289062,sxk97y,6,62,30,105
49414,2020-01-05 12:00:00,28.9984130859375,41.0366821289062,sxk97y,7,72,31,84
184846,2020-01-05 13:00:00,28.9984130859375,41.0366821289062,sxk97y,6,65,30,94
1176838,2020-01-05 14:00:00,28.9984130859375,41.0366821289062,sxk97y,6,60,29,103
1269463,2020-01-05 15:00:00,28.9984130859375,41.0366821289062,sxk97y,6,73,26,110
1306552,2020-01-05 16:00:00,28.9984130859375,41.0366821289062,sxk97y,6,79,24,120
1276671,2020-01-05 17:00:00,28.9984130859375,41.0366821289062,sxk97y,6,61,22,96
847915,2020-01-05 18:00:00,28.9984130859375,41.0366821289062,sxk97y,7,72,29,82
1137903,2020-01-05 19:00:00,28.9984130859375,41.0366821289062,sxk97y,6,62,27,88
573252,2020-01-05 20:00:00,28.9984130859375,41.0366821289062,sxk97y,6,53,25,80
1219929,2020-01-05 21:00:00,28.9984130859375,41.0366821289062,sxk97y,7,56,30,67
772847,2020-01-05 22:00:00,28.9984130859375,41.0366821289062,sxk97y,6,67,29,68
1041860,2020-01-05 23:00:00,28.9984130859375,41.0366821289062,sxk97y,6,59,23,93
188466,2020-01-06 00:00:00,28.9984130859375,41.0366821289062,sxk97y,6,55,31,49
1223595,2020-01-06 01:00:00,28.9984130859375,41.0366821289062,sxk97y,12,64,34,26
890941,2020-01-06 02:00:00,28.9984130859375,41.0366821289062,sxk97y,6,70,38,23
840803,2020-01-06 03:00:00,28.9984130859375,41.0366821289062,sxk97y,8,64,35,20
305597,2020-01-06 04:00:00,28.9984130859375,41.0366821289062,sxk97y,9,71,38,13
432527,2020-01-06 05:00:00,28.9984130859375,41.0366821289062,sxk97y,6,72,40,33
1313799,2020-01-06 06:00:00,28.9984130859375,41.0366821289062,sxk97y,7,70,38,66
1063261,2020-01-06 07:00:00,28.9984130859375,41.0366821289062,sxk97y,6,64,31,100
443569,2020-01-06 08:00:00,28.9984130859375,41.0366821289062,sxk97y,6,61,21,113
659047,2020-01-06 09:00:00,28.9984130859375,41.0366821289062,sxk97y,6,70,25,120
233667,2020-01-06 10:00:00,28.9984130859375,41.0366821289062,sxk97y,7,55,28,96
69599,2020-01-06 11:00:00,28.9984130859375,41.0366821289062,sxk97y,6,68,29,110
564118,2020-01-06 12:00:00,28.9984130859375,41.0366821289062,sxk97y,7,54,29,106
1171687,2020-01-06 13:00:00,28.9984130859375,41.0366821289062,sxk97y,6,68,29,142
545705,2020-01-06 14:00:00,28.9984130859375,41.0366821289062,sxk97y,6,63,28,141
5569,2020-01-06 15:00:00,28.9984130859375,41.0366821289062,sxk97y,6,60,18,195
360647,2020-01-06 16:00:00,28.9984130859375,41.0366821289062,sxk97y,6,65,16,133
1271376,2020-01-06 17:00:00,28.9984130859375,41.0366821289062,sxk97y,6,61,14,102
902102,2020-01-06 18:00:00,28.9984130859375,41.0366821289062,sxk97y,6,61,19,80
1010743,2020-01-06 19:00:00,28.9984130859375,41.0366821289062,sxk97y,6,59,16,96
1277410,2020-01-06 20:00:00,28.9984130859375,41.0366821289062,sxk97y,6,55,23,96
