,date_time,longitude,latitude,geohash,minimum_speed,maximum_speed,average_speed,number_of_vehicles
735685,2020-01-01 00:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,78,29,122
323656,2020-01-01 01:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,86,34,120
883887,2020-01-01 02:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,108,38,101
295295,2020-01-01 03:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,105,43,87
820640,2020-01-01 04:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,109,41,60
116690,2020-01-01 05:00:00,29.0093994140625,41.0586547851562,sxk9s4,7,95,44,47
958974,2020-01-01 06:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,100,47,60
435115,2020-01-01 07:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,93,44,40
496151,2020-01-01 08:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,97,44,57
577862,2020-01-01 09:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,95,42,61
558946,2020-01-01 10:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,95,40,69
843012,2020-01-01 11:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,94,41,79
1277282,2020-01-01 12:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,96,39,104
989115,2020-01-01 13:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,94,36,117
787658,2020-01-01 14:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,96,33,139
720784,2020-01-01 15:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,86,33,133
626498,2020-01-01 16:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,81,30,146
123891,2020-01-01 17:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,76,34,123
321927,2020-01-01 18:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,89,31,124
1166561,2020-01-01 19:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,87,35,138
1267506,2020-01-01 20:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,85,37,100
28951,2020-01-01 21:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,101,36,107
181172,2020-01-01 22:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,100,37,113
690421,2020-01-01 23:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,90,37,91
373724,2020-01-02 00:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,121,41,59
39036,2020-01-02 01:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,93,50,42
564397,2020-01-02 02:00:00,29.0093994140625,41.0586547851562,sxk9s4,8,104,46,26
771619,2020-01-02 03:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,91,37,17
1068821,2020-01-02 04:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,84,37,13
754425,2020-01-02 05:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,102,42,48
1152183,2020-01-02 06:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,91,36,121
801166,2020-01-02 07:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,80,30,247
1047692,2020-01-02 08:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,111,25,251
1319719,2020-01-02 09:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,90,28,227
967516,2020-01-02 10:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,95,27,214
1203186,2020-01-02 11:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,103,27,198
1126846,2020-01-02 12:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,85,26,224
1126315,2020-01-02 13:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,70,25,209
1219112,2020-01-02 14:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,94,25,202
600135,2020-01-02 15:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,73,21,253
1011539,2020-01-02 16:00:00,29.0093994140625,41.0586547851562,sxk9s4,2,81,23,208
940196,2020-01-02 17:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,79,22,149
826103,2020-01-02 18:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,87,25,155
605646,2020-01-02 19:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,83,29,185
91391,2020-01-02 20:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,95,33,146
147113,2020-01-02 21:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,80,35,126
1188642,2020-01-02 22:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,90,37,110
879820,2020-01-02 23:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,87,37,95
55077,2020-01-03 00:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,109,37,74
356098,2020-01-03 01:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,101,44,43
645097,2020-01-03 02:00:00,29.0093994140625,41.0586547851562,sxk9s4,7,104,48,31
341313,2020-01-03 03:00:00,29.0093994140625,41.0586547851562,sxk9s4,7,97,50,23
58968,2020-01-03 04:00:00,29.0093994140625,41.0586547851562,sxk9s4,10,97,48,25
888216,2020-01-03 05:00:00,29.0093994140625,41.0586547851562,sxk9s4,7,114,44,47
830911,2020-01-03 06:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,96,35,125
1071600,2020-01-03 07:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,79,29,219
1042977,2020-01-03 08:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,93,22,234
1147241,2020-01-03 09:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,100,28,227
747949,2020-01-03 10:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,86,27,218
895031,2020-01-03 11:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,93,27,218
1009700,2020-01-03 12:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,89,26,209
313425,2020-01-03 13:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,84,28,195
501608,2020-01-03 14:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,69,23,195
561001,2020-01-03 15:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,72,23,197
542849,2020-01-03 16:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,77,22,216
794350,2020-01-03 17:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,93,23,203
1203878,2020-01-03 18:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,80,22,147
1295424,2020-01-03 19:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,85,28,188
225184,2020-01-03 20:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,89,30,152
468080,2020-01-03 21:00:00,29.0093994140625,41.0586547851562,sxk9s4,6,90,33,133
