,date_time,longitude,latitude,geohash,minimum_speed,maximum_speed,average_speed,number_of_vehicles
1261359,2020-01-01 00:00:00,28.9874267578125,41.0311889648438,sxk97t,6,68,30,40
695012,2020-01-01 01:00:00,28.9874267578125,41.0311889648438,sxk97t,6,64,25,38
585782,2020-01-01 02:00:00,28.9874267578125,41.0311889648438,sxk97t,6,82,28,70
11222,2020-01-01 03:00:00,28.9874267578125,41.0311889648438,sxk97t,6,65,31,46
340448,2020-01-01 04:00:00,28.9874267578125,41.0311889648438,sxk97t,6,79,41,25
728080,2020-01-01 05:00:00,28.9874267578125,41.0311889648438,sxk97t,6,75,40,25
1089852,2020-01-01 06:00:00,28.9874267578125,41.0311889648438,sxk97t,7,90,41,28
823579,2020-01-01 07:00:00,28.9874267578125,41.0311889648438,sxk97t,6,84,44,32
1038123,2020-01-01 08:00:00,28.9874267578125,41.0311889648438,sxk97t,8,75,47,29
443162,2020-01-01 09:00:00,28.9874267578125,41.0311889648438,sxk97t,7,75,39,53
1061109,2020-01-01 10:00:00,28.9874267578125,41.0311889648438,sxk97t,6,81,41,69
641643,2020-01-01 11:00:00,28.9874267578125,41.0311889648438,sxk97t,6,76,36,53
457315,2020-01-01 12:00:00,28.9874267578125,41.0311889648438,sxk97t,6,69,36,66
1246411,2020-01-01 13:00:00,28.9874267578125,41.0311889648438,sxk97t,6,67,37,63
1283308,2020-01-01 14:00:00,28.9874267578125,41.0311889648438,sxk97t,6,84,32,51
1001571,2020-01-01 15:00:00,28.9874267578125,41.0311889648438,sxk97t,6,72,32,77
801190,2020-01-01 16:00:00,28.9874267578125,41.0311889648438,sxk97t,6,72,33,57
446771,2020-01-01 17:00:00,28.9874267578125,41.0311889648438,sxk97t,6,86,32,58
524024,2020-01-01 18:00:00,28.9874267578125,41.0311889648438,sxk97t,6,70,35,63
169181,2020-01-01 19:00:00,28.9874267578125,41.0311889648438,sxk97t,6,64,33,70
449525,2020-01-01 20:00:00,28.9874267578125,41.0311889648438,sxk97t,6,74,33,75
987152,2020-01-01 21:00:00,28.9874267578125,41.0311889648438,sxk97t,6,78,31,45
1303669,2020-01-01 22:00:00,28.9874267578125,41.0311889648438,sxk97t,6,65,36,36
1069821,2020-01-01 23:00:00,28.9874267578125,41.0311889648438,sxk97t,6,79,34,64
447288,2020-01-02 00:00:00,28.9874267578125,41.0311889648438,sxk97t,6,76,37,48
474626,2020-01-02 01:00:00,28.9874267578125,41.0311889648438,sxk97t,8,74,43,21
1264125,2020-01-02 03:00:00,28.9874267578125,41.0311889648438,sxk97t,6,85,44,11
581299,2020-01-02 05:00:00,28.9874267578125,41.0311889648438,sxk97t,8,79,44,26
146954,2020-01-02 06:00:00,28.9874267578125,41.0311889648438,sxk97t,6,68,41,38
359226,2020-01-02 07:00:00,28.9874267578125,41.0311889648438,sxk97t,6,65,34,90
382693,2020-01-02 08:00:00,28.9874267578125,41.0311889648438,sxk97t,6,56,16,86
1075289,2020-01-02 09:00:00,28.9874267578125,41.0311889648438,sxk97t,6,71,27,101
7252,2020-01-02 10:00:00,28.9874267578125,41.0311889648438,sxk97t,6,65,27,103
1324957,2020-01-02 11:00:00,28.9874267578125,41.0311889648438,sxk97t,6,69,25,118
695100,2020-01-02 12:00:00,28.9874267578125,41.0311889648438,sxk97t,6,62,24,110
309191,2020-01-02 13:00:00,28.9874267578125,41.0311889648438,sxk97t,6,57,26,84
5047,2020-01-02 14:00:00,28.9874267578125,41.0311889648438,sxk97t,6,74,26,108
632789,2020-01-02 15:00:00,28.9874267578125,41.0311889648438,sxk97t,6,69,24,83
495452,2020-01-02 16:00:00,28.9874267578125,41.0311889648438,sxk97t,6,61,24,58
1098963,2020-01-02 17:00:00,28.9874267578125,41.0311889648438,sxk97t,6,60,20,57
681298,2020-01-02 18:00:00,28.9874267578125,41.0311889648438,sxk97t,6,55,20,50
1221451,2020-01-02 19:00:00,28.9874267578125,41.0311889648438,sxk97t,6,61,28,67
793293,2020-01-02 20:00:00,28.9874267578125,41.0311889648438,sxk97t,6,69,31,68
367937,2020-01-02 21:00:00,28.9874267578125,41.0311889648438,sxk97t,6,73,33,55
935989,2020-01-02 22:00:00,28.9874267578125,41.0311889648438,sxk97t,6,79,32,49
802063,2020-01-02 23:00:00,28.9874267578125,41.0311889648438,sxk97t,6,67,31,71
956629,2020-01-03 00:00:00,28.9874267578125,41.0311889648438,sxk97t,7,82,35,32
1288625,2020-01-03 01:00:00,28.9874267578125,41.0311889648438,sxk97t,6,78,38,22
201690,2020-01-03 02:00:00,28.9874267578125,41.0311889648438,sxk97t,6,83,41,18
1155599,2020-01-03 04:00:00,28.9874267578125,41.0311889648438,sxk97t,7,104,42,13
953099,2020-01-03 05:00:00,28.9874267578125,41.0311889648438,sxk97t,6,90,47,27
145097,2020-01-03 06:00:00,28.9874267578125,41.0311889648438,sxk97t,8,88,40,41
1305703,2020-01-03 07:00:00,28.9874267578125,41.0311889648438,sxk97t,6,73,38,78
413210,2020-01-03 08:00:00,28.9874267578125,41.0311889648438,sxk97t,6,61,30,74
307758,2020-01-03 09:00:00,28.9874267578125,41.0311889648438,sxk97t,6,63,27,100
492084,2020-01-03 10:00:00,28.9874267578125,41.0311889648438,sxk97t,6,74,26,111
1181380,2020-01-03 11:00:00,28.9874267578125,41.0311889648438,sxk97t,6,57,22,100
215192,2020-01-03 12:00:00,28.9874267578125,41.0311889648438,sxk97t,6,67,22,119
34312,2020-01-03 13:00:00,28.9874267578125,41.0311889648438,sxk97t,6,61,28,90
1028635,2020-01-03 14:00:00,28.9874267578125,41.0311889648438,sxk97t,6,67,29,107
1161462,2020-01-03 15:00:00,28.9874267578125,41.0311889648438,sxk97t,6,73,28,114
369468,2020-01-03 16:00:00,28.9874267578125,41.0311889648438,sxk97t,6,56,25,78
717358,2020-01-03 17:00:00,28.9874267578125,41.0311889648438,sxk97t,6,63,23,65
359311,2020-01-03 18:00:00,28.9874267578125,41.0311889648438,sxk97t,6,63,22,43
1230626,2020-01-03 19:00:00,28.9874267578125,41.0311889648438,sxk97t,6,68,23,60
598468,2020-01-03 20:00:00,28.9874267578125,41.0311889648438,sxk97t,6,70,31,84
1015306,2020-01-03 21:00:00,28.9874267578125,41.0311889648438,sxk97t,6,63,34,60
933594,2020-01-03 22:00:00,28.9874267578125,41.0311889648438,sxk97t,6,65,30,47
740025,2020-01-03 23:00:00,28.9874267578125,41.0311889648438,sxk97t,6,68,31,83
543171,2020-01-04 00:00:00,28.9874267578125,41.0311889648438,sxk97t,6,65,33,57
996244,2020-01-04 01:00:00,28.9874267578125,41.0311889648438,sxk97t,6,66,32,36
831038,2020-01-04 02:00:00,28.9874267578125,41.0311889648438,sxk97t,8,72,38,14
1304904,2020-01-04 03:00:00,28.9874267578125,41.0311889648438,sxk97t,6,75,40,14
912577,2020-01-04 04:00:00,28.9874267578125,41.0311889648438,sxk97t,7,94,39,22
224759,2020-01-04 05:00:00,28.9874267578125,41.0311889648438,sxk97t,8,89,46,22
1202887,2020-01-04 06:00:00,28.9874267578125,41.0311889648438,sxk97t,12,78,43,29
523317,2020-01-04 07:00:00,28.9874267578125,41.0311889648438,sxk97t,6,82,38,43
175494,2020-01-04 08:00:00,28.9874267578125,41.0311889648438,sxk97t,6,67,34,69
1057323,2020-01-04 09:00:00,28.9874267578125,41.0311889648438,sxk97t,6,77,36,110
1055927,2020-01-04 10:00:00,28.9874267578125,41.0311889648438,sxk97t,6,73,33,101
907201,2020-01-04 11:00:00,28.9874267578125,41.0311889648438,sxk97t,6,83,30,90
164373,2020-01-04 12:00:00,28.9874267578125,41.0311889648438,sxk97t,6,72,32,87
1101408,2020-01-04 13:00:00,28.9874267578125,41.0311889648438,sxk97t,6,61,31,73
1138709,2020-01-04 14:00:00,28.9874267578125,41.0311889648438,sxk97t,6,71,30,71
424900,2020-01-04 15:00:00,28.9874267578125,41.0311889648438,sxk97t,6,72,31,72
140348,2020-01-04 16:00:00,28.9874267578125,41.0311889648438,sxk97t,6,68,28,56
1010238,2020-01-04 17:00:00,28.9874267578125,41.0311889648438,sxk97t,6,74,29,55
930068,2020-01-04 18:00:00,28.9874267578125,41.0311889648438,sxk97t,6,62,29,62
355617,2020-01-04 19:00:00,28.9874267578125,41.0311889648438,sxk97t,6,64,32,79
780373,2020-01-04 20:00:00,28.9874267578125,41.0311889648438,sxk97t,6,65,31,84
250774,2020-01-04 21:00:00,28.9874267578125,41.0311889648438,sxk97t,6,69,34,39
511923,2020-01-04 22:00:00,28.9874267578125,41.0311889648438,sxk97t,6,80,33,44
947305,2020-01-04 23:00:00,28.9874267578125,41.0311889648438,sxk97t,6,64,29,75
23325,2020-01-05 00:00:00,28.9874267578125,41.0311889648438,sxk97t,6,74,18,47
1254924,2020-01-05 01:00:00,28.9874267578125,41.0311889648438,sxk97t,6,80,31,34
724112,2020-01-05 02:00:00,28.9874267578125,41.0311889648438,sxk97t,6,76,34,27
638229,2020-01-05 03:00:00,28.9874267578125,41.0311889648438,sxk97t,6,93,47,14
91082,2020-01-05 04:00:00,28.9874267578125,41.0311889648438,sxk97t,7,76,42,19
169458,2020-01-05 05:00:00,28.9874267578125,41.0311889648438,sxk97t,6,82,47,16
1184132,2020-01-05 06:00:00,28.9874267578125,41.0311889648438,sxk97t,11,69,46,22
999147,2020-01-05 07:00:00,28.9874267578125,41.0311889648438,sxk97t,7,90,47,32
1271761,2020-01-05 08:00:00,28.9874267578125,41.0311889648438,sxk97t,9,83,42,47
1112203,2020-01-05 09:00:00,28.9874267578125,41.0311889648438,sxk97t,6,78,41,50
327955,2020-01-05 10:00:00,28.9874267578125,41.0311889648438,sxk97t,6,78,39,83
110148,2020-01-05 11:00:00,28.9874267578125,41.0311889648438,sxk97t,6,75,35,63
66841,2020-01-05 12:00:00,28.9874267578125,41.0311889648438,sxk97t,7,82,38,53
1278665,2020-01-05 13:00:00,28.9874267578125,41.0311889648438,sxk97t,6,72,32,66
957982,2020-01-05 14:00:00,28.9874267578125,41.0311889648438,sxk97t,6,78,31,77
177796,2020-01-05 15:00:00,28.9874267578125,41.0311889648438,sxk97t,6,75,30,67
475377,2020-01-05 16:00:00,28.9874267578125,41.0311889648438,sxk97t,6,63,31,74
627778,2020-01-05 17:00:00,28.9874267578125,41.0311889648438,sxk97t,7,68,31,61
824082,2020-01-05 18:00:00,28.9874267578125,41.0311889648438,sxk97t,6,68,30,46
89906,2020-01-05 19:00:00,28.9874267578125,41.0311889648438,sxk97t,6,66,32,77
1309403,2020-01-05 20:00:00,28.9874267578125,41.0311889648438,sxk97t,6,60,28,65
1196416,2020-01-05 21:00:00,28.9874267578125,41.0311889648438,sxk97t,6,62,31,38
480430,2020-01-05 22:00:00,28.9874267578125,41.0311889648438,sxk97t,6,69,33,41
14141,2020-01-05 23:00:00,28.9874267578125,41.0311889648438,sxk97t,6,72,34,55
183352,2020-01-06 00:00:00,28.9874267578125,41.0311889648438,sxk97t,6,75,38,26
1166418,2020-01-06 01:00:00,28.9874267578125,41.0311889648438,sxk97t,6,67,29,15
603429,2020-01-06 02:00:00,28.9874267578125,41.0311889648438,sxk97t,8,69,34,11
51260,2020-01-06 03:00:00,28.9874267578125,41.0311889648438,sxk97t,6,69,35,13
530700,2020-01-06 04:00:00,28.9874267578125,41.0311889648438,sxk97t,6,71,37,13
209697,2020-01-06 05:00:00,28.9874267578125,41.0311889648438,sxk97t,6,84,44,24
198126,2020-01-06 06:00:00,28.9874267578125,41.0311889648438,sxk97t,6,74,35,39
81097,2020-01-06 07:00:00,28.9874267578125,41.0311889648438,sxk97t,7,61,34,76
502085,2020-01-06 08:00:00,28.9874267578125,41.0311889648438,sxk97t,6,64,28,67
1200064,2020-01-06 09:00:00,28.9874267578125,41.0311889648438,sxk97t,7,75,28,60
1002718,2020-01-06 10:00:00,28.9874267578125,41.0311889648438,sxk97t,6,67,27,78
