,date_time,longitude,latitude,geohash,minimum_speed,maximum_speed,average_speed,number_of_vehicles
705701,2020-01-03 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,61,21,46
1309184,2020-01-03 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,21,38
717303,2020-01-04 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,63,21,38
616848,2020-01-04 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,25,23
370738,2020-01-04 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,81,31,17
284789,2020-01-04 03:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,81,34,14
113982,2020-01-04 04:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,81,31,15
776910,2020-01-04 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,81,31,19
141659,2020-01-04 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,72,34,26
590289,2020-01-04 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,81,28,42
298061,2020-01-04 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,67,25,56
868275,2020-01-04 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,68,28,53
823676,2020-01-04 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,62,27,39
1031574,2020-01-04 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,8,58,24,30
1210885,2020-01-04 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,53,22,36
143735,2020-01-04 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,21,33
621918,2020-01-04 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,52,20,44
268221,2020-01-04 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,19,26
836811,2020-01-04 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,22,33
1255510,2020-01-04 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,61,20,38
92097,2020-01-04 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,60,21,35
1254487,2020-01-04 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,73,21,32
697623,2020-01-04 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,63,21,43
325102,2020-01-04 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,53,20,33
890209,2020-01-05 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,20,32
1258871,2020-01-05 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,69,22,24
729011,2020-01-05 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,80,25,22
1088914,2020-01-05 03:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,64,27,15
242784,2020-01-05 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,67,35,12
76238,2020-01-05 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,12,70,37,12
1012798,2020-01-05 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,9,71,31,21
760521,2020-01-05 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,66,28,33
1048737,2020-01-05 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,68,27,39
1141589,2020-01-05 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,52,23,38
265924,2020-01-05 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,19,29
401233,2020-01-05 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,21,46
95784,2020-01-05 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,16,37
952044,2020-01-05 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,64,20,44
435959,2020-01-05 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,57,21,42
770887,2020-01-05 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,52,19,30
299995,2020-01-05 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,49,17,33
460969,2020-01-05 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,73,24,26
1230277,2020-01-05 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,3,58,23,23
923734,2020-01-05 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,25,35
64217,2020-01-05 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,69,29,19
904923,2020-01-06 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,64,27,19
765944,2020-01-06 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,8,93,32,14
769626,2020-01-06 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,82,31,11
673748,2020-01-06 05:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,83,30,11
853879,2020-01-06 06:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,74,32,24
147558,2020-01-06 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,51,27,42
470345,2020-01-06 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,57,23,40
673208,2020-01-06 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,45,23,40
234996,2020-01-06 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,62,23,34
74341,2020-01-06 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,55,23,42
664422,2020-01-06 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,53,23,36
1192165,2020-01-06 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,60,23,54
293504,2020-01-06 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,23,68
572482,2020-01-06 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,81,26,55
1134926,2020-01-06 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,55,27,38
466217,2020-01-06 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,51,25,49
940544,2020-01-06 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,18,39
958293,2020-01-06 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,47,16,44
782429,2020-01-06 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,50,15,41
825229,2020-01-06 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,89,29,29
544807,2020-01-06 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,25,36
473164,2020-01-06 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,70,28,30
1230734,2020-01-07 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,73,23,19
916321,2020-01-07 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,75,28,11
1300074,2020-01-07 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,83,37,16
1129716,2020-01-07 06:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,66,34,27
498390,2020-01-07 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,74,29,57
728213,2020-01-07 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,23,52
886886,2020-01-07 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,55,25,47
50939,2020-01-07 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,69,24,42
657270,2020-01-07 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,23,55
364593,2020-01-07 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,57,23,35
860822,2020-01-07 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,49,22,35
52675,2020-01-07 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,53,24,51
1016546,2020-01-07 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,44,21,21
768479,2020-01-07 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,68,24,22
239264,2020-01-07 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,52,22,32
88334,2020-01-07 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,56,23,16
409932,2020-01-07 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,8,67,24,19
799437,2020-01-07 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,60,24,25
942320,2020-01-07 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,26,26
1010194,2020-01-07 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,54,29,24
803316,2020-01-07 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,28,23
467186,2020-01-08 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,67,29,25
527415,2020-01-08 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,87,33,16
537632,2020-01-08 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,74,32,18
207582,2020-01-08 06:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,75,31,24
760926,2020-01-08 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,9,62,33,34
1159609,2020-01-08 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,9,46,26,19
737167,2020-01-08 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,56,27,38
255260,2020-01-08 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,79,24,41
440255,2020-01-08 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,60,25,34
1261594,2020-01-08 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,56,23,35
286669,2020-01-08 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,8,58,23,29
506146,2020-01-08 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,24,29
1167671,2020-01-08 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,65,25,26
308833,2020-01-08 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,50,23,32
1834,2020-01-08 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,60,20,24
887535,2020-01-08 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,50,18,20
825739,2020-01-08 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,57,19,22
309324,2020-01-08 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,53,19,33
56254,2020-01-08 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,78,27,25
438085,2020-01-08 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,87,22,28
836982,2020-01-08 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,70,28,44
905821,2020-01-09 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,75,28,26
996879,2020-01-09 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,31,20
271941,2020-01-09 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,8,68,28,19
435903,2020-01-09 03:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,78,32,12
1316057,2020-01-09 06:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,60,27,19
753229,2020-01-09 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,80,27,37
1295220,2020-01-09 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,50,23,40
145004,2020-01-09 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,49,26,35
1203165,2020-01-09 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,50,20,42
676892,2020-01-09 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,69,23,44
154526,2020-01-09 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,57,23,49
1069945,2020-01-09 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,24,32
984624,2020-01-09 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,56,24,40
725100,2020-01-09 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,51,24,34
242780,2020-01-09 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,45,23,34
246856,2020-01-09 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,17,41
317212,2020-01-09 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,51,15,26
1094061,2020-01-09 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,56,20,25
30389,2020-01-09 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,75,23,33
1253570,2020-01-09 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,70,23,34
364360,2020-01-09 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,22,26
1075267,2020-01-09 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,76,21,38
12771,2020-01-10 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,70,29,27
1097984,2020-01-10 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,73,31,18
384921,2020-01-10 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,77,32,17
1283654,2020-01-10 03:00:00,29.0203857421875,41.0476684570312,sxk9s2,9,86,33,12
825942,2020-01-10 06:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,71,37,16
594039,2020-01-10 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,27,50
227319,2020-01-10 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,51,24,47
42706,2020-01-10 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,58,26,41
759248,2020-01-10 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,47,23,38
1299110,2020-01-10 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,60,26,38
237565,2020-01-10 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,23,55
768939,2020-01-10 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,55,21,56
247347,2020-01-10 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,58,22,56
1004765,2020-01-10 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,51,21,40
192406,2020-01-10 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,45,20,41
596908,2020-01-10 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,55,18,39
986926,2020-01-10 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,59,19,33
320162,2020-01-10 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,43,16,29
261521,2020-01-10 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,58,20,24
315226,2020-01-10 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,67,21,37
425176,2020-01-10 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,18,41
85061,2020-01-10 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,57,23,30
546646,2020-01-11 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,83,22,33
762643,2020-01-11 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,58,23,21
855149,2020-01-11 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,76,30,22
34260,2020-01-11 03:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,89,35,16
386167,2020-01-11 04:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,72,34,12
335113,2020-01-11 05:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,75,32,12
1327928,2020-01-11 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,78,28,16
413816,2020-01-11 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,59,30,24
395395,2020-01-11 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,71,31,42
442955,2020-01-11 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,76,29,58
73931,2020-01-11 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,25,51
828013,2020-01-11 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,58,22,48
1190838,2020-01-11 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,63,21,40
663475,2020-01-11 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,21,38
115743,2020-01-11 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,49,18,34
801333,2020-01-11 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,52,18,24
406126,2020-01-11 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,67,23,25
473927,2020-01-11 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,53,20,28
66459,2020-01-11 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,66,19,25
955051,2020-01-11 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,67,22,36
1305179,2020-01-11 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,55,16,25
175549,2020-01-11 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,52,18,27
460417,2020-01-11 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,57,22,35
300472,2020-01-12 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,18,35
453270,2020-01-12 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,51,19,15
204494,2020-01-12 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,24,28
631657,2020-01-12 03:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,31,17
199097,2020-01-12 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,8,96,32,12
1257329,2020-01-12 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,54,29,19
12924,2020-01-12 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,67,29,34
519843,2020-01-12 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,88,28,27
707257,2020-01-12 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,55,23,33
385642,2020-01-12 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,60,25,37
14293,2020-01-12 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,73,21,34
858878,2020-01-12 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,47,17,30
767625,2020-01-12 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,20,22
682242,2020-01-12 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,53,19,36
105758,2020-01-12 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,61,19,30
234660,2020-01-12 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,75,24,31
1146834,2020-01-12 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,66,24,30
1117463,2020-01-12 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,57,21,22
273070,2020-01-12 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,70,21,22
978023,2020-01-12 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,71,25,30
1303017,2020-01-13 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,62,25,22
1041146,2020-01-13 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,93,33,19
97532,2020-01-13 02:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,67,35,13
1300884,2020-01-13 06:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,76,34,26
741523,2020-01-13 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,69,31,49
1239902,2020-01-13 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,60,27,45
347259,2020-01-13 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,64,24,42
576181,2020-01-13 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,24,36
362800,2020-01-13 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,56,25,28
516825,2020-01-13 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,74,26,46
666049,2020-01-13 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,47,20,40
1278950,2020-01-13 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,54,20,44
327690,2020-01-13 15:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,48,20,32
274881,2020-01-13 16:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,48,23,23
36078,2020-01-13 17:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,47,19,35
1082160,2020-01-13 18:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,42,16,37
431550,2020-01-13 19:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,43,16,28
685306,2020-01-13 20:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,22,32
55097,2020-01-13 21:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,77,25,28
230103,2020-01-13 22:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,62,25,30
5227,2020-01-13 23:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,69,25,30
841890,2020-01-14 00:00:00,29.0203857421875,41.0476684570312,sxk9s2,7,75,33,18
1055416,2020-01-14 01:00:00,29.0203857421875,41.0476684570312,sxk9s2,9,72,37,12
690639,2020-01-14 06:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,62,33,22
449404,2020-01-14 07:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,65,30,45
156604,2020-01-14 08:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,68,29,49
991304,2020-01-14 09:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,58,22,36
618436,2020-01-14 10:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,61,27,28
519333,2020-01-14 11:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,68,26,40
80783,2020-01-14 12:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,72,28,52
655161,2020-01-14 13:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,58,20,40
826119,2020-01-14 14:00:00,29.0203857421875,41.0476684570312,sxk9s2,6,62,22,46
